polarity,id,date,query,user,tweet,predicted_polarity,cleaned_text
4,1011,Mon May 11 03:32:35 UTC 2009,obama,meggentile,Obama's speech was pretty awesome last night! http://bit.ly/IMXUM,4,obama speech pretty awesome last night http bit ly imxum
4,1012,Mon May 11 03:33:05 UTC 2009,obama,failness,"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7",0,reading bill clinton fail obama win http tinyurl com pcyxj
4,1013,Mon May 11 03:33:43 UTC 2009,obama,kledy,Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu,4,obama popular u among arabs survey president barack obama popularity leading arab countries http tinyurl com prlvqu
4,1014,Mon May 11 03:34:04 UTC 2009,obama,LaurelEdelstein,Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;),4,obama got jokes haha got watch bit dinner speech last night love mr president
0,1015,Mon May 11 05:19:58 UTC 2009,lebron,chelseabigass,LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750,0,lebron james got car accident guess heard evening news wow cant believe ok http twtad com
4,1016,Mon May 11 05:20:22 UTC 2009,lebron,Smitty478,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,0,best playoffs years oh yea lebron melo finals
4,1017,Mon May 11 05:20:41 UTC 2009,lebron,PurpleGorillaZz,"@khalid0456 No, Lebron is the best",4,khalid lebron best
4,1018,Mon May 11 05:20:48 UTC 2009,lebron,MsStacha,@the_real_usher LeBron is cool.  I like his personality...he has good character.,4,real usher lebron cool like personality good character
4,1019,Mon May 11 05:21:25 UTC 2009,lebron,undefeated310,Watching Lebron highlights. Damn that niggas good,0,watching lebron highlights damn niggas good
4,1020,Mon May 11 05:21:57 UTC 2009,lebron,BI_POLAROID,@Lou911 Lebron is MURDERING shit.,0,lou lebron murdering shit
4,1021,Mon May 11 05:22:06 UTC 2009,lebron,IAmNoeAngel,@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.,0,uscsports lebron monsta smh world ready
4,1022,Mon May 11 05:22:26 UTC 2009,lebron,ksmedia,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.,4,cthagod lebron done nba probably greater kobe like u said kobe good alot good players
4,1023,Mon May 11 05:22:40 UTC 2009,lebron,PrEttIBoIGaRy,KOBE IS GOOD BT LEBRON HAS MY VOTE,4,kobe good bt lebron vote
0,1024,Mon May 11 05:22:51 UTC 2009,lebron,kellan38,Kobe is the best in the world not lebron .,4,kobe best world lebron
4,1025,Mon May 11 05:52:44 UTC 2009,world cup,jsincere150,"@asherroth World Cup 2010 Access?? Damn, that's a good look!",0,asherroth world cup access damn good look
4,1026,Mon May 11 05:53:33 UTC 2009,world cup 2010,biren,Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI,4,bought tickets fifa world cup south africa going great summer http bit ly gezi
2,1031,Mon May 11 19:49:06 UTC 2009,fred wilson,DoAndroidsDream,Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG,4,share disruption fred wilson slides talk google hq http bit ly bo pg
0,2010,Thu May 14 02:58:11 UTC 2009,"""booz allen""",Moc5085,I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :),0,go booz allen hamilton hr meeting get go home
4,2011,Thu May 14 03:41:01 UTC 2009,indian election,citizenofindia,"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.",4,great indian tamasha truly unfold may result day indian general election
4,2012,Thu May 14 05:23:32 UTC 2009,kindle2,Melonze,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",4,crlane kindle seen pictures dx seen person love kindle everyday
4,2013,Thu May 14 05:24:33 UTC 2009,kindle2,SPReviews,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,4,criticalpath awesome idea continual learning program kindle http bit ly zlff
2,2014,Thu May 14 05:25:08 UTC 2009,40d,ha_nobita,ok.. do nothing.. just thinking about 40D,0,ok nothing thinking
4,2015,Thu May 14 05:26:03 UTC 2009,40d,Jen2Squared,"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",4,faithbabywear ooooh model getting love love love love
4,2018,Fri May 15 06:45:54 UTC 2009,india election,__new,The Times of India: The wonder that is India's election. http://bit.ly/p7u1H,4,times india wonder india election http bit ly p u h
4,2080,Sat May 16 16:18:47 UTC 2009,google,BillVick,http://is.gd/ArUJ Good video from Google on using search options.,4,http gd aruj good video google using search options
0,2083,Sat May 16 22:42:21 UTC 2009,itchy,xmikeflhxcx,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.,0,ambcharlesfield lol ah skin itchy damn lawnmowing
0,2084,Sat May 16 22:42:40 UTC 2009,itchy,Timl9068,itchy back!! dont ya hate it!,0,itchy back dont ya hate
4,2085,Sat May 16 23:48:10 UTC 2009,stanford,PassionModel,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH,4,stanford charity fashion show top draw http cli gs nenuah
4,2086,Sat May 16 23:48:38 UTC 2009,stanford,TechUpdater,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl,4,stanford university facebook profile one popular official university pages http tinyurl com p b fl
4,2087,Sat May 16 23:58:44 UTC 2009,lyx,robotickilldozr,Lyx is cool.,4,lyx cool
4,2093,Sun May 17 15:04:50 UTC 2009,Danny Gokey,TheDALiSiA,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!,0,sooo dissapointed sent danny gokey home still rock danny hometown hero yeah milrockee
4,2094,Sun May 17 15:04:55 UTC 2009,Danny Gokey,fashion_retweet,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV",4,rt passionmodel american idol fashion adam lambert tones danny gokey cute http cli gs jwshv
4,2095,Sun May 17 15:05:07 UTC 2009,Danny Gokey,angelkim17,@dannygokey I love you DANNY GOKEY!! :),4,dannygokey love danny gokey
2,2096,Sun May 17 15:10:58 UTC 2009,gm,download11,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1,0,rt justindavey rt tweetmeme gm onstar instantly sends accident location coordinates gps obsessed http bit ly szl
0,2097,Sun May 17 17:27:54 UTC 2009,sleep,nichole17,so tired. i didn't sleep well at all last night.,0,tired sleep well last night
0,2098,Sun May 17 17:29:05 UTC 2009,san francisco,xstaylor,Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.,0,boarding plane san francisco hour hr flight blech
0,2099,Sun May 17 17:29:41 UTC 2009,san francisco,miwahh,bonjour San Francisco. My back hurts from last night..,0,bonjour san francisco back hurts last night
2,2100,Sun May 17 17:30:03 UTC 2009,san francisco,bKnapp,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t",4,breakers san francisco ca http loopt us v bw
2,2101,Sun May 17 17:30:25 UTC 2009,san francisco,rayceja,Heading to San Francisco,4,heading san francisco
4,2102,Sun May 17 17:30:48 UTC 2009,san francisco,deepikaC,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!,4,best girl hours san francisco mmmmmfamily wonderful
0,2103,Sun May 17 17:31:44 UTC 2009,aig,kaaslaw,"F*** up big, or go home - AIG",0,f big go home aig
4,2104,Sun May 17 17:34:55 UTC 2009,star trek,Pgobb,Went to see the Star Trek movie last night.  Very satisfying.,4,went see star trek movie last night satisfying
4,2105,Sun May 17 17:35:23 UTC 2009,star trek,qrboy85,"I can't wait, going to see star trek tonight!!",4,wait going see star trek tonight
4,2106,Sun May 17 17:35:58 UTC 2009,star trek,adamrisser,Star Trek was as good as everyone said!!,4,star trek good everyone said
4,2107,Mon May 18 01:13:21 UTC 2009,Malcolm Gladwell,GoodPhoenix,am loving new malcolm gladwell book - outliers,4,loving new malcolm gladwell book outliers
4,2108,Mon May 18 01:13:42 UTC 2009,Malcolm Gladwell,silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.,4,highly recommend malcolm gladwell tipping point next audiobook probably one well
0,2109,Mon May 18 01:14:02 UTC 2009,Malcolm Gladwell,kerrrrrr,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot,0,malcolm gladwell genius tricking people realizing fucking idiot
0,2110,Mon May 18 01:14:35 UTC 2009,Malcolm Gladwell,bling_crosby,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",0,sportsguy hey offense malcolm gladwell pretenious annoying cunt brings cant read shit
4,2111,Mon May 18 01:15:31 UTC 2009,Malcolm Gladwell,ripplemdk,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.,4,rt clashmore http bit ly soyv great article malcolm gladwell
4,2112,Mon May 18 01:16:10 UTC 2009,Malcolm Gladwell,drewlew34,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.,0,seriously underestimated malcolm gladwell want meet dude
0,2113,Mon May 18 01:21:12 UTC 2009,comcast,MrsGinobili,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do,0,hate comcast right everything cable internet phone ughh
0,2114,Mon May 18 01:22:40 UTC 2009,comcast,stormygirl223,Comcast sucks.,0,comcast sucks
0,2115,Mon May 18 01:23:00 UTC 2009,comcast,theZoctor,The day I never have to deal with Comcast again will rank as one of the best days of my life.,0,day never deal comcast rank one best days life
0,2116,Mon May 18 01:23:30 UTC 2009,comcast,motkeps,@Dommm did comcast fail again??,0,dommm comcast fail
2,2117,Mon May 18 03:10:34 UTC 2009,"""twitter api""",YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH,4,use twitter api http bit ly vbhh
0,2118,Mon May 18 03:10:52 UTC 2009,"""twitter api""",marekdsi,curses the Twitter API limit,0,curses twitter api limit
0,2119,Mon May 18 03:11:27 UTC 2009,"""twitter api""",mikecane,"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!",0,see dave winer screams lack twitter api limitations access throttles
2,2120,Mon May 18 03:11:50 UTC 2009,"""twitter api""",trivektor,testing Twitter API,4,testing twitter api
0,2121,Mon May 18 03:12:09 UTC 2009,"""twitter api""",rdoc420,Arg. Twitter API is making me crazy.,4,arg twitter api making crazy
2,2122,Mon May 18 03:12:23 UTC 2009,"""twitter api""",Hot_Tweets,Testing Twitter API. Remote Update,4,testing twitter api remote update
4,2137,Tue May 19 16:20:40 UTC 2009,wolfram alpha,jeffswhite,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/,4,really loving new search site wolfram alpha makes google seem quaint http www wolframalpha com
0,2138,Tue May 19 16:21:05 UTC 2009,wolfram alpha,marriop,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!",0,wolfram alpha sucks even researchers information provided less get google wikipedia totally useless
4,2139,Wed May 20 02:37:18 UTC 2009,nike,kewpiezmom,Off to the NIKE factory!!!,4,nike factory
4,2140,Wed May 20 02:38:17 UTC 2009,nike,Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?,4,new nike muppet commercials pretty cute live together
2,2141,Wed May 20 02:38:28 UTC 2009,nike,sneakerfiles,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS,4,new blog post nike zoom lebron soldier iii white black teal http bit ly rouus
2,2142,Wed May 20 02:38:47 UTC 2009,nike,nikeblog,New blog post: Nike Trainer 1 http://bit.ly/394bp,4,new blog post nike trainer http bit ly bp
0,2143,Wed May 20 02:39:22 UTC 2009,nike,laurenornot,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(,0,fraggle oh awesome wish owned nike
4,2158,Sat May 23 04:23:54 UTC 2009,shoreline amphitheatre,julieules,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...,4,tonyhawk http twitpic com c uj awesome seeing show friday shoreline amphitheatre never seen nin wait
0,2159,Sat May 23 20:43:16 UTC 2009,weka,gux_kung,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me",0,arhh weka bug spent almost two hours find crappy
4,2160,Sun May 24 16:18:46 UTC 2009,50d,GrfxGuru,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more",4,mitzs hey bud np love although love mkii
4,2161,Sun May 24 16:18:54 UTC 2009,50d,joelgoodman,@jonduenas @robynlyn just got us a 50D for the office. :D,0,jonduenas robynlyn got us office
4,2162,Sun May 24 16:19:00 UTC 2009,50d,trevorcgibson,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!,4,picked new canon beautiful prepare seriously awesome photography
4,2163,Sun May 24 16:19:03 UTC 2009,50d,ashpeckham,Just got my new toy. Canon 50D. Love love love it!,4,got new toy canon love love love
4,2164,Sun May 24 20:48:13 UTC 2009,lambda calculus,davidivins,Learning about lambda calculus :),0,learning lambda calculus
2,2165,Sun May 24 20:49:34 UTC 2009,east palo alto,SCSanFrancisco,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m",0,jobs sittercity help taking care sick child east palo alto ca http tinyurl com qwrr
4,2166,Sun May 24 20:50:19 UTC 2009,east palo alto,nfarzan,I'm moving to East Palo Alto!,4,moving east palo alto
4,2171,Mon May 25 17:14:58 UTC 2009,stanford,tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!,4,atebits finished watching stanford iphone class session really appreciate rock
4,2172,Mon May 25 17:15:05 UTC 2009,stanford,souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around),4,jktweet hi saw stanford talk really liked advice saying hi singapore yes videos get around
2,2173,Mon May 25 17:15:18 UTC 2009,stanford,MbaAdmission,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd,4,mba admissions tips stanford gsb deadlines essay topics http tinyurl com pet fd
2,2174,Mon May 25 17:15:35 UTC 2009,stanford,narain,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship,0,ethics nonprofits http bit ly qsxrp stanford socialentrepreneurship
4,2175,Mon May 25 17:16:52 UTC 2009,lakers,JuanGir,LAKERS tonight let's go!!!!,4,lakers tonight let go
4,2176,Mon May 25 17:17:10 UTC 2009,lakers,Alexi_G,Will the Lakers kick the Nuggets ass tonight?,4,lakers kick nuggets ass tonight
0,2177,Mon May 25 17:18:49 UTC 2009,north korea,one_eighteen,Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH,4,oooooooh north korea troubleeeee http bit ly epah
0,2178,Mon May 25 17:19:07 UTC 2009,north korea,FOLKTALE09,Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379,0,wat heck north korea conducted powerful nuclear tests follow link http www msnbc msn com id
0,2179,Mon May 25 17:19:30 UTC 2009,north korea,Mvsic,Listening to Obama... Friggin North Korea...,4,listening obama friggin north korea
0,2180,Mon May 25 17:21:16 UTC 2009,pelosi,CFURNAROS,"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012",4,realized three monkeys white obama biden pelosi sarah palin
0,2181,Mon May 25 17:21:30 UTC 2009,pelosi,Rachael90210,@foxnews Pelosi should stay in China and never come back.,0,foxnews pelosi stay china never come back
0,2182,Mon May 25 17:21:35 UTC 2009,pelosi,TylerSchmidt,Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this,0,nancy pelosi gave worst commencement speech ever heard yes still bitter
0,2183,Mon May 25 17:25:36 UTC 2009,insects,KayJay_x,ugh. the amount of times these stupid insects have bitten me. Grr..,0,ugh amount times stupid insects bitten grr
4,2184,Mon May 25 17:25:54 UTC 2009,insects,BecCrew,Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p,4,prettiest insects ever pink katydids http bit ly upw p
0,2185,Mon May 25 17:26:30 UTC 2009,insects,euthanasia86,Just got barraged by a horde of insects hungry for my kitchen light. So scary.,0,got barraged horde insects hungry kitchen light scary
4,2187,Mon May 25 17:29:06 UTC 2009,mcdonalds,connlocks,Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;),4,mcdonalds dinner goooood big mac meal
4,2188,Mon May 25 17:29:11 UTC 2009,mcdonalds,MamiYessi,AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =],4,ahh yes lol ima tell hubby go get sum mcdonalds
4,2190,Mon May 25 17:29:46 UTC 2009,mcdonalds,Yuleineeee,Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.,0,stopped lunch mcdonalds chicken nuggetssss yummmmmy
4,2191,Mon May 25 17:29:51 UTC 2009,mcdonalds,XrachulX,Could go for a lot of McDonalds. i mean A LOT.,0,could go lot mcdonalds mean lot
4,2193,Mon May 25 17:31:52 UTC 2009,exam,xKimmelie,my exam went good. @HelloLeonie: your prayers worked (:,4,exam went good helloleonie prayers worked
4,2194,Mon May 25 17:31:58 UTC 2009,exam,laulaulauren,"Only one exam left, and i am so happy for it :D",0,one exam left happy
0,2195,Mon May 25 17:32:22 UTC 2009,exam,elllllen,Math review. Im going to fail the exam.,0,math review im going fail exam
0,2196,Mon May 25 17:35:08 UTC 2009,cheney,LPSsports43,Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly,0,colin powell rocked yesterday cbs cheney needs shut hell go home powell man honor served country proudly
0,2197,Mon May 25 17:35:43 UTC 2009,cheney,joahs,obviously not siding with Cheney here: http://bit.ly/19j2d,4,obviously siding cheney http bit ly j
4,2202,Tue May 26 22:39:46 UTC 2009,mashable,paulobsf,Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt,4,absolutely hilarious mashable http bit ly bccwt
4,2203,Tue May 26 22:40:41 UTC 2009,mashable,christinerose,@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV,4,mashable never thank including top twitter authors rock new wave http bit ly eorfv
2,2204,Wed May 27 00:34:45 UTC 2009,jquery book,cfbloggers,Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629,4,learning jquery book review http cfbloggers org c
4,2205,Wed May 27 00:37:30 UTC 2009,jquery book,pdelsignore,RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign,4,rt shrop awesome jquery reference book coda http www macpeeps com coda webdesign
4,2206,Wed May 27 00:38:44 UTC 2009,goodby silverstein,bskatz,I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them,4,sending e mails like crazy today contacts anyone contact goodby silverstein love speak
2,2207,Wed May 27 00:39:05 UTC 2009,goodby silverstein,sc0ttman,Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF,4,adobe cs commercial goodby silverstein http bit ly aikhf
4,2208,Wed May 27 00:39:17 UTC 2009,goodby silverstein,designplay,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it.",4,goodby silverstein new site http www goodbysilverstein com enjoy
4,2220,Wed May 27 23:49:35 UTC 2009,g2,Drisgill,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service,4,wow everyone google conference got free g month unlimited service
4,2221,Wed May 27 23:50:26 UTC 2009,g2,DearJellyHiJely,@vkerkez dood I got a free google android phone at the I/O conference. The G2!,4,vkerkez dood got free google android phone conference g
4,2222,Wed May 27 23:50:48 UTC 2009,g2,itamarw,"@Orli the G2 is amazing btw, a HUGE improvement over the G1",4,orli g amazing btw huge improvement g
4,2223,Wed May 27 23:56:46 UTC 2009,googleio,daynah,"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio",4,html demos lots great stuff come yes excited http htmlfive appspot com io googleio
4,2224,Wed May 27 23:56:53 UTC 2009,googleio,jackdaniels08,@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!,4,googleio http twitpic com shi yay happy place place place love google
4,2225,Wed May 27 23:57:02 UTC 2009,googleio,alpheus1,#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun.,4,googleio bringing graphics browser nice tbh funfun
4,2295,Sun May 31 06:51:32 UTC 2009,viral marketing,joshgammon,"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/",4,awesome viral marketing funny people http www nbc com yo teach
2,2296,Sun May 31 06:54:34 UTC 2009,hitler,KatyWheatley1,"Watching a programme about the life of Hitler, its only enhancing my geekiness of history.",4,watching programme life hitler enhancing geekiness history
0,2355,Tue Jun 02 02:54:08 UTC 2009,"""night at the museum""",TiffanyBakker,saw night at the museum out of sheer desperation. who is funding these movies?,4,saw night museum sheer desperation funding movies
4,2356,Tue Jun 02 02:54:11 UTC 2009,"""night at the museum""",kezzumz,Night At The Museum 2? Pretty furkin good.,4,night museum pretty furkin good
4,2357,Tue Jun 02 02:54:14 UTC 2009,"""night at the museum""",bodhibuggy,Watching Night at the Museum - giggling.,4,watching night museum giggling
2,2358,Tue Jun 02 02:54:29 UTC 2009,"""night at the museum""",HistoryLuV3R,"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...",4,pambeeslyjenna jenna went see night museum today surprised see three cast members office
2,2359,Tue Jun 02 02:54:42 UTC 2009,"""night at the museum""",ErcDrso,About to watch Night at the Museum with Ryan and Stacy,4,watch night museum ryan stacy
2,2360,Tue Jun 02 02:54:49 UTC 2009,"""night at the museum""",aykataoka,"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!",4,getting ready go watch night museum dum dum give gum gum
0,2361,Tue Jun 02 02:55:06 UTC 2009,"""night at the museum""",Bcapote,"Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh.",4,back seeing star trek night museum star trek amazing night museum eh
4,2362,Tue Jun 02 02:55:31 UTC 2009,"""night at the museum""",crikket_churps,just watched night at the museum 2! so stinkin cute!,4,watched night museum stinkin cute
4,2363,Tue Jun 02 02:55:50 UTC 2009,"""night at the museum""",tish_tish,"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.",4,night museum awesome much better part next weekend see
2,2364,Tue Jun 02 02:56:13 UTC 2009,"""night at the museum""",Lilimich,"I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2"".",4,think may new favorite restaurant way see night museum
2,2365,Tue Jun 02 02:56:31 UTC 2009,"""night at the museum""",stealing_second,"UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old.",4,sold seeing night museum years old
4,2366,Tue Jun 02 02:56:44 UTC 2009,"""night at the museum""",Pas_de_Cheval,saw the new Night at the Museum and i loved it. Next is to go see UP in 3D,4,saw new night museum loved next go see
0,2367,Tue Jun 02 03:00:28 UTC 2009,gm,lloydnelson,It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?,0,shame gm forced make cars white house thinks sell think
0,2368,Tue Jun 02 03:00:40 UTC 2009,gm,overthrow,"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al",4,u may noticed happy gm situation aig lehman et al
2,2369,Tue Jun 02 03:00:51 UTC 2009,gm,economywire,Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r,4,obama nationalization gm short term ap http tinyurl com md r
